trial_id,run_id,seed,pd_level,t_start_iso,t_end_iso,t_climate_done_iso,t_layout_done_iso,t_bridge_done_iso,dt_climate_s,dt_layout_s,dt_bridge_s,dt_aep_total_s,dt_total_s,n_farms_total,n_new_farms,n_turbines_total,requested_mw,delivered_mw,delivered_pct,climate_scale,climate_extreme_modes,climate_mean_speed,climate_dominant_sector,climate_dominant_sector_freq,n_turbines_added
mc_20260807_0627_low_000000,mc_20260807_0627_low/task_0000,0,low,2026-08-07T06:27:26.435,2026-08-07T06:27:39.089,2026-08-07T06:27:26.440,2026-08-07T06:27:26.453,2026-08-07T06:27:26.460,0.0,0.01,0.01,12.63,12.65,13,0,921,0.0,0.0,,1.0,,9.167,7,0.1588,0
mc_20260807_0627_low_000001,mc_20260807_0627_low/task_0000,1,low,2026-08-07T06:27:39.097,2026-08-07T06:27:47.868,2026-08-07T06:27:39.101,2026-08-07T06:27:39.112,2026-08-07T06:27:39.112,0.0,0.01,0.0,8.76,8.77,13,0,731,0.0,0.0,,1.0,,9.389,7,0.1549,0
mc_20260807_0627_low_000002,mc_20260807_0627_low/task_0000,2,low,2026-08-07T06:27:47.869,2026-08-07T06:28:04.855,2026-08-07T06:27:47.872,2026-08-07T06:27:47.892,2026-08-07T06:27:47.892,0.0,0.02,0.0,16.96,16.99,13,0,1103,0.0,0.0,,1.0,,9.29,7,0.1711,0
mc_20260807_0627_low_000003,mc_20260807_0627_low/task_0000,3,low,2026-08-07T06:28:04.855,2026-08-07T06:28:15.397,2026-08-07T06:28:04.859,2026-08-07T06:28:04.872,2026-08-07T06:28:04.873,0.0,0.01,0.0,10.52,10.54,13,0,866,0.0,0.0,,1.0,,8.576,8,0.1722,0
mc_20260807_0627_low_000004,mc_20260807_0627_low/task_0000,4,low,2026-08-07T06:28:15.397,2026-08-07T06:28:24.887,2026-08-07T06:28:15.401,2026-08-07T06:28:15.414,2026-08-07T06:28:15.415,0.0,0.01,0.0,9.47,9.49,13,0,861,0.0,0.0,,1.0,,8.739,8,0.1365,0
mc_20260807_0627_low_000005,mc_20260807_0627_low/task_0001,5,low,2026-08-07T06:27:26.429,2026-08-07T06:27:36.487,2026-08-07T06:27:26.434,2026-08-07T06:27:26.446,2026-08-07T06:27:26.453,0.01,0.01,0.01,10.03,10.06,13,0,803,0.0,0.0,,1.0,,8.732,7,0.1531,0
mc_20260807_0627_low_000006,mc_20260807_0627_low/task_0001,6,low,2026-08-07T06:27:36.491,2026-08-07T06:27:56.764,2026-08-07T06:27:36.495,2026-08-07T06:27:36.517,2026-08-07T06:27:36.517,0.0,0.02,0.0,20.25,20.27,13,0,1214,0.0,0.0,,1.0,,9.888,7,0.1901,0
mc_20260807_0627_low_000007,mc_20260807_0627_low/task_0001,7,low,2026-08-07T06:27:56.765,2026-08-07T06:28:12.037,2026-08-07T06:27:56.770,2026-08-07T06:27:56.789,2026-08-07T06:27:56.790,0.01,0.02,0.0,15.25,15.27,13,0,1092,0.0,0.0,,1.0,,9.235,7,0.1438,0
mc_20260807_0627_low_000008,mc_20260807_0627_low/task_0001,8,low,2026-08-07T06:28:12.037,2026-08-07T06:28:22.462,2026-08-07T06:28:12.041,2026-08-07T06:28:12.055,2026-08-07T06:28:12.056,0.0,0.01,0.0,10.41,10.43,13,0,856,0.0,0.0,,1.0,,8.719,8,0.1386,0
mc_20260807_0627_low_000009,mc_20260807_0627_low/task_0001,9,low,2026-08-07T06:28:22.463,2026-08-07T06:28:28.280,2026-08-07T06:28:22.466,2026-08-07T06:28:22.479,2026-08-07T06:28:22.479,0.0,0.01,0.0,5.8,5.82,13,0,857,0.0,0.0,,1.0,,9.258,7,0.1723,0
mc_20260807_0627_low_000010,mc_20260807_0627_low/task_0002,10,low,2026-08-07T06:27:26.495,2026-08-07T06:27:36.766,2026-08-07T06:27:26.501,2026-08-07T06:27:26.512,2026-08-07T06:27:26.520,0.01,0.01,0.01,10.25,10.27,13,0,848,0.0,0.0,,1.0,,8.989,7,0.1569,0
mc_20260807_0627_low_000011,mc_20260807_0627_low/task_0002,11,low,2026-08-07T06:27:36.768,2026-08-07T06:27:50.402,2026-08-07T06:27:36.772,2026-08-07T06:27:36.787,2026-08-07T06:27:36.788,0.0,0.02,0.0,13.61,13.63,13,0,965,0.0,0.0,,1.0,,9.288,7,0.1484,0
mc_20260807_0627_low_000012,mc_20260807_0627_low/task_0002,12,low,2026-08-07T06:27:50.403,2026-08-07T06:28:03.274,2026-08-07T06:27:50.406,2026-08-07T06:27:50.422,2026-08-07T06:27:50.423,0.0,0.02,0.0,12.85,12.87,13,0,955,0.0,0.0,,1.0,,9.162,7,0.1504,0
mc_20260807_0627_low_000013,mc_20260807_0627_low/task_0002,13,low,2026-08-07T06:28:03.275,2026-08-07T06:28:10.577,2026-08-07T06:28:03.278,2026-08-07T06:28:03.290,2026-08-07T06:28:03.291,0.0,0.01,0.0,7.29,7.3,13,0,718,0.0,0.0,,1.0,,8.758,7,0.1842,0
mc_20260807_0627_low_000014,mc_20260807_0627_low/task_0002,14,low,2026-08-07T06:28:10.577,2026-08-07T06:28:21.603,2026-08-07T06:28:10.580,2026-08-07T06:28:10.595,2026-08-07T06:28:10.595,0.0,0.01,0.0,11.01,11.03,13,0,912,0.0,0.0,,1.0,,9.209,7,0.1581,0
mc_20260807_0627_low_000015,mc_20260807_0627_low/task_0003,15,low,2026-08-07T06:27:26.442,2026-08-07T06:27:39.274,2026-08-07T06:27:26.447,2026-08-07T06:27:26.460,2026-08-07T06:27:26.468,0.0,0.01,0.01,12.81,12.83,13,0,945,0.0,0.0,,1.0,,8.775,8,0.1367,0
mc_20260807_0627_low_000016,mc_20260807_0627_low/task_0003,16,low,2026-08-07T06:27:39.277,2026-08-07T06:27:49.395,2026-08-07T06:27:39.280,2026-08-07T06:27:39.294,2026-08-07T06:27:39.294,0.0,0.01,0.0,10.1,10.12,13,0,825,0.0,0.0,,1.0,,9.134,7,0.1691,0
mc_20260807_0627_low_000017,mc_20260807_0627_low/task_0003,17,low,2026-08-07T06:27:49.395,2026-08-07T06:28:00.183,2026-08-07T06:27:49.398,2026-08-07T06:27:49.411,2026-08-07T06:27:49.412,0.0,0.01,0.0,10.77,10.79,13,0,866,0.0,0.0,,1.0,,9.274,8,0.1445,0
mc_20260807_0627_low_000018,mc_20260807_0627_low/task_0003,18,low,2026-08-07T06:28:00.184,2026-08-07T06:28:14.728,2026-08-07T06:28:00.187,2026-08-07T06:28:00.204,2026-08-07T06:28:00.205,0.0,0.02,0.0,14.52,14.54,13,0,1044,0.0,0.0,,1.0,,9.015,7,0.1578,0
mc_20260807_0627_low_000019,mc_20260807_0627_low/task_0003,19,low,2026-08-07T06:28:14.729,2026-08-07T06:28:23.570,2026-08-07T06:28:14.733,2026-08-07T06:28:14.746,2026-08-07T06:28:14.747,0.0,0.01,0.0,8.82,8.84,13,0,797,0.0,0.0,,1.0,,9.321,7,0.1429,0
mc_20260807_0627_low_000020,mc_20260807_0627_low/task_0004,20,low,2026-08-07T06:27:26.664,2026-08-07T06:27:40.533,2026-08-07T06:27:26.671,2026-08-07T06:27:26.688,2026-08-07T06:27:26.698,0.01,0.02,0.01,13.84,13.87,13,0,982,0.0,0.0,,1.0,,9.093,7,0.134,0
mc_20260807_0627_low_000021,mc_20260807_0627_low/task_0004,21,low,2026-08-07T06:27:40.538,2026-08-07T06:27:53.256,2026-08-07T06:27:40.543,2026-08-07T06:27:40.559,2026-08-07T06:27:40.560,0.01,0.02,0.0,12.7,12.72,13,0,928,0.0,0.0,,1.0,,9.288,7,0.1529,0
mc_20260807_0627_low_000022,mc_20260807_0627_low/task_0004,22,low,2026-08-07T06:27:53.256,2026-08-07T06:28:04.762,2026-08-07T06:27:53.261,2026-08-07T06:27:53.276,2026-08-07T06:27:53.276,0.0,0.01,0.0,11.49,11.51,13,0,876,0.0,0.0,,1.0,,9.071,7,0.1644,0
mc_20260807_0627_low_000023,mc_20260807_0627_low/task_0004,23,low,2026-08-07T06:28:04.762,2026-08-07T06:28:13.721,2026-08-07T06:28:04.766,2026-08-07T06:28:04.778,2026-08-07T06:28:04.778,0.0,0.01,0.0,8.94,8.96,13,0,755,0.0,0.0,,1.0,,9.465,8,0.1479,0
mc_20260807_0627_low_000024,mc_20260807_0627_low/task_0004,24,low,2026-08-07T06:28:13.721,2026-08-07T06:28:24.434,2026-08-07T06:28:13.725,2026-08-07T06:28:13.740,2026-08-07T06:28:13.741,0.0,0.01,0.0,10.69,10.71,13,0,894,0.0,0.0,,1.0,,9.25,7,0.1642,0
mc_20260807_0627_low_000025,mc_20260807_0627_low/task_0005,25,low,2026-08-07T06:27:26.548,2026-08-07T06:27:39.279,2026-08-07T06:27:26.553,2026-08-07T06:27:26.567,2026-08-07T06:27:26.575,0.01,0.01,0.01,12.7,12.73,13,0,940,0.0,0.0,,1.0,,9.377,8,0.1496,0
mc_20260807_0627_low_000026,mc_20260807_0627_low/task_0005,26,low,2026-08-07T06:27:39.284,2026-08-07T06:27:50.503,2026-08-07T06:27:39.288,2026-08-07T06:27:39.303,2026-08-07T06:27:39.303,0.0,0.02,0.0,11.2,11.22,13,0,882,0.0,0.0,,1.0,,8.262,8,0.1589,0
mc_20260807_0627_low_000027,mc_20260807_0627_low/task_0005,27,low,2026-08-07T06:27:50.503,2026-08-07T06:28:02.885,2026-08-07T06:27:50.506,2026-08-07T06:27:50.521,2026-08-07T06:27:50.521,0.0,0.01,0.0,12.36,12.38,13,0,950,0.0,0.0,,1.0,,9.468,7,0.1641,0
mc_20260807_0627_low_000028,mc_20260807_0627_low/task_0005,28,low,2026-08-07T06:28:02.886,2026-08-07T06:28:12.119,2026-08-07T06:28:02.889,2026-08-07T06:28:02.902,2026-08-07T06:28:02.903,0.0,0.01,0.0,9.22,9.23,13,0,825,0.0,0.0,,1.0,,8.996,7,0.1501,0
mc_20260807_0627_low_000029,mc_20260807_0627_low/task_0005,29,low,2026-08-07T06:28:12.119,2026-08-07T06:28:25.244,2026-08-07T06:28:12.122,2026-08-07T06:28:12.138,2026-08-07T06:28:12.138,0.0,0.02,0.0,13.11,13.12,13,0,1020,0.0,0.0,,1.0,,9.109,7,0.1525,0
mc_20260807_0627_low_000030,mc_20260807_0627_low/task_0006,30,low,2026-08-07T06:27:26.405,2026-08-07T06:27:35.239,2026-08-07T06:27:26.410,2026-08-07T06:27:26.421,2026-08-07T06:27:26.428,0.0,0.01,0.01,8.81,8.83,13,0,783,0.0,0.0,,1.0,,9.412,7,0.1694,0
mc_20260807_0627_low_000031,mc_20260807_0627_low/task_0006,31,low,2026-08-07T06:27:35.243,2026-08-07T06:27:45.618,2026-08-07T06:27:35.247,2026-08-07T06:27:35.261,2026-08-07T06:27:35.261,0.0,0.01,0.0,10.36,10.37,13,0,870,0.0,0.0,,1.0,,9.221,7,0.16,0
mc_20260807_0627_low_000032,mc_20260807_0627_low/task_0006,32,low,2026-08-07T06:27:45.618,2026-08-07T06:27:55.844,2026-08-07T06:27:45.621,2026-08-07T06:27:45.636,2026-08-07T06:27:45.636,0.0,0.01,0.0,10.21,10.23,13,0,888,0.0,0.0,,1.0,,9.323,7,0.1554,0
mc_20260807_0627_low_000033,mc_20260807_0627_low/task_0006,33,low,2026-08-07T06:27:55.845,2026-08-07T06:28:09.815,2026-08-07T06:27:55.848,2026-08-07T06:27:55.864,2026-08-07T06:27:55.865,0.0,0.02,0.0,13.95,13.97,13,0,1025,0.0,0.0,,1.0,,8.894,8,0.1533,0
mc_20260807_0627_low_000034,mc_20260807_0627_low/task_0006,34,low,2026-08-07T06:28:09.816,2026-08-07T06:28:22.524,2026-08-07T06:28:09.819,2026-08-07T06:28:09.837,2026-08-07T06:28:09.838,0.0,0.02,0.0,12.69,12.71,13,0,1039,0.0,0.0,,1.0,,8.687,8,0.157,0
mc_20260807_0627_low_000035,mc_20260807_0627_low/task_0007,35,low,2026-08-07T06:27:26.499,2026-08-07T06:27:37.460,2026-08-07T06:27:26.505,2026-08-07T06:27:26.516,2026-08-07T06:27:26.525,0.01,0.01,0.01,10.94,10.96,13,0,824,0.0,0.0,,1.0,,8.98,7,0.1523,0
mc_20260807_0627_low_000036,mc_20260807_0627_low/task_0007,36,low,2026-08-07T06:27:37.465,2026-08-07T06:27:50.560,2026-08-07T06:27:37.470,2026-08-07T06:27:37.486,2026-08-07T06:27:37.487,0.01,0.02,0.0,13.07,13.1,13,0,910,0.0,0.0,,1.0,,9.045,7,0.1574,0
mc_20260807_0627_low_000037,mc_20260807_0627_low/task_0007,37,low,2026-08-07T06:27:50.561,2026-08-07T06:27:58.610,2026-08-07T06:27:50.565,2026-08-07T06:27:50.576,2026-08-07T06:27:50.576,0.0,0.01,0.0,8.03,8.05,13,0,730,0.0,0.0,,1.0,,8.846,7,0.1588,0
mc_20260807_0627_low_000038,mc_20260807_0627_low/task_0007,38,low,2026-08-07T06:27:58.610,2026-08-07T06:28:07.816,2026-08-07T06:27:58.614,2026-08-07T06:27:58.626,2026-08-07T06:27:58.627,0.0,0.01,0.0,9.19,9.21,13,0,775,0.0,0.0,,1.0,,9.111,7,0.1688,0
mc_20260807_0627_low_000039,mc_20260807_0627_low/task_0007,39,low,2026-08-07T06:28:07.816,2026-08-07T06:28:15.029,2026-08-07T06:28:07.819,2026-08-07T06:28:07.831,2026-08-07T06:28:07.831,0.0,0.01,0.0,7.2,7.21,13,0,713,0.0,0.0,,1.0,,9.279,7,0.1399,0
mc_20260807_0627_low_000040,mc_20260807_0627_low/task_0008,40,low,2026-08-07T06:27:26.417,2026-08-07T06:27:37.897,2026-08-07T06:27:26.422,2026-08-07T06:27:26.434,2026-08-07T06:27:26.441,0.0,0.01,0.01,11.46,11.48,13,0,895,0.0,0.0,,1.0,,8.751,7,0.1403,0
mc_20260807_0627_low_000041,mc_20260807_0627_low/task_0008,41,low,2026-08-07T06:27:37.921,2026-08-07T06:27:52.567,2026-08-07T06:27:37.925,2026-08-07T06:27:37.942,2026-08-07T06:27:37.943,0.0,0.02,0.0,14.62,14.65,13,0,1013,0.0,0.0,,1.0,,8.925,7,0.1398,0
mc_20260807_0627_low_000042,mc_20260807_0627_low/task_0008,42,low,2026-08-07T06:27:52.568,2026-08-07T06:28:00.621,2026-08-07T06:27:52.572,2026-08-07T06:27:52.584,2026-08-07T06:27:52.585,0.0,0.01,0.0,8.04,8.05,13,0,735,0.0,0.0,,1.0,,8.614,8,0.1533,0
mc_20260807_0627_low_000043,mc_20260807_0627_low/task_0008,43,low,2026-08-07T06:28:00.621,2026-08-07T06:28:10.211,2026-08-07T06:28:00.625,2026-08-07T06:28:00.637,2026-08-07T06:28:00.638,0.0,0.01,0.0,9.57,9.59,13,0,807,0.0,0.0,,1.0,,9.279,8,0.1336,0
mc_20260807_0627_low_000044,mc_20260807_0627_low/task_0008,44,low,2026-08-07T06:28:10.211,2026-08-07T06:28:20.920,2026-08-07T06:28:10.214,2026-08-07T06:28:10.230,2026-08-07T06:28:10.230,0.0,0.02,0.0,10.69,10.71,13,0,931,0.0,0.0,,1.0,,9.035,7,0.1751,0
mc_20260807_0627_low_000045,mc_20260807_0627_low/task_0009,45,low,2026-08-07T06:27:26.427,2026-08-07T06:27:41.178,2026-08-07T06:27:26.432,2026-08-07T06:27:26.446,2026-08-07T06:27:26.453,0.0,0.01,0.01,14.72,14.75,13,0,1012,0.0,0.0,,1.0,,8.92,7,0.1545,0
mc_20260807_0627_low_000046,mc_20260807_0627_low/task_0009,46,low,2026-08-07T06:27:41.183,2026-08-07T06:27:53.120,2026-08-07T06:27:41.187,2026-08-07T06:27:41.202,2026-08-07T06:27:41.203,0.0,0.02,0.0,11.92,11.94,13,0,925,0.0,0.0,,1.0,,9.139,9,0.1336,0
mc_20260807_0627_low_000047,mc_20260807_0627_low/task_0009,47,low,2026-08-07T06:27:53.120,2026-08-07T06:28:01.854,2026-08-07T06:27:53.124,2026-08-07T06:27:53.136,2026-08-07T06:27:53.137,0.0,0.01,0.0,8.72,8.73,13,0,804,0.0,0.0,,1.0,,9.18,8,0.1294,0
mc_20260807_0627_low_000048,mc_20260807_0627_low/task_0009,48,low,2026-08-07T06:28:01.854,2026-08-07T06:28:12.201,2026-08-07T06:28:01.857,2026-08-07T06:28:01.871,2026-08-07T06:28:01.871,0.0,0.01,0.0,10.33,10.35,13,0,842,0.0,0.0,,1.0,,9.205,7,0.1486,0
mc_20260807_0627_low_000049,mc_20260807_0627_low/task_0009,49,low,2026-08-07T06:28:12.201,2026-08-07T06:28:22.301,2026-08-07T06:28:12.204,2026-08-07T06:28:12.217,2026-08-07T06:28:12.218,0.0,0.01,0.0,10.08,10.1,13,0,850,0.0,0.0,,1.0,,9.368,7,0.1492,0
mc_20260807_0627_low_000050,mc_20260807_0627_low/task_0010,50,low,2026-08-07T06:27:26.626,2026-08-07T06:27:44.139,2026-08-07T06:27:26.631,2026-08-07T06:27:26.650,2026-08-07T06:27:26.660,0.01,0.02,0.01,17.48,17.51,13,0,1083,0.0,0.0,,1.0,,9.283,7,0.1658,0
mc_20260807_0627_low_000051,mc_20260807_0627_low/task_0010,51,low,2026-08-07T06:27:44.145,2026-08-07T06:27:55.832,2026-08-07T06:27:44.149,2026-08-07T06:27:44.165,2026-08-07T06:27:44.165,0.0,0.02,0.0,11.67,11.69,13,0,917,0.0,0.0,,1.0,,8.801,7,0.1516,0
mc_20260807_0627_low_000052,mc_20260807_0627_low/task_0010,52,low,2026-08-07T06:27:55.833,2026-08-07T06:28:02.531,2026-08-07T06:27:55.837,2026-08-07T06:27:55.847,2026-08-07T06:27:55.847,0.0,0.01,0.0,6.68,6.7,13,0,665,0.0,0.0,,1.0,,9.106,7,0.1515,0
mc_20260807_0627_low_000053,mc_20260807_0627_low/task_0010,53,low,2026-08-07T06:28:02.531,2026-08-07T06:28:15.992,2026-08-07T06:28:02.536,2026-08-07T06:28:02.551,2026-08-07T06:28:02.551,0.0,0.02,0.0,13.44,13.46,13,0,944,0.0,0.0,,1.0,,9.05,8,0.1538,0
mc_20260807_0627_low_000054,mc_20260807_0627_low/task_0010,54,low,2026-08-07T06:28:15.992,2026-08-07T06:28:25.788,2026-08-07T06:28:15.996,2026-08-07T06:28:16.011,2026-08-07T06:28:16.011,0.0,0.02,0.0,9.78,9.8,13,0,929,0.0,0.0,,1.0,,8.638,7,0.1521,0
mc_20260807_0627_low_000055,mc_20260807_0627_low/task_0011,55,low,2026-08-07T06:27:26.447,2026-08-07T06:27:36.531,2026-08-07T06:27:26.452,2026-08-07T06:27:26.464,2026-08-07T06:27:26.471,0.0,0.01,0.01,10.06,10.08,13,0,811,0.0,0.0,,1.0,,8.473,8,0.1743,0
mc_20260807_0627_low_000056,mc_20260807_0627_low/task_0011,56,low,2026-08-07T06:27:36.533,2026-08-07T06:27:46.776,2026-08-07T06:27:36.537,2026-08-07T06:27:36.550,2026-08-07T06:27:36.551,0.0,0.01,0.0,10.23,10.24,13,0,870,0.0,0.0,,1.0,,9.104,7,0.1628,0
mc_20260807_0627_low_000057,mc_20260807_0627_low/task_0011,57,low,2026-08-07T06:27:46.777,2026-08-07T06:27:59.617,2026-08-07T06:27:46.780,2026-08-07T06:27:46.797,2026-08-07T06:27:46.797,0.0,0.02,0.0,12.82,12.84,13,0,969,0.0,0.0,,1.0,,8.896,7,0.1487,0
mc_20260807_0627_low_000058,mc_20260807_0627_low/task_0011,58,low,2026-08-07T06:27:59.618,2026-08-07T06:28:15.435,2026-08-07T06:27:59.621,2026-08-07T06:27:59.640,2026-08-07T06:27:59.640,0.0,0.02,0.0,15.8,15.82,13,0,1098,0.0,0.0,,1.0,,9.333,7,0.1445,0
mc_20260807_0627_low_000059,mc_20260807_0627_low/task_0011,59,low,2026-08-07T06:28:15.436,2026-08-07T06:28:24.306,2026-08-07T06:28:15.439,2026-08-07T06:28:15.452,2026-08-07T06:28:15.452,0.0,0.01,0.0,8.85,8.87,13,0,824,0.0,0.0,,1.0,,9.091,9,0.1423,0
mc_20260807_0627_low_000060,mc_20260807_0627_low/task_0012,60,low,2026-08-07T06:27:26.542,2026-08-07T06:27:35.018,2026-08-07T06:27:26.548,2026-08-07T06:27:26.558,2026-08-07T06:27:26.566,0.01,0.01,0.01,8.45,8.48,13,0,722,0.0,0.0,,1.0,,9.093,8,0.1362,0
mc_20260807_0627_low_000061,mc_20260807_0627_low/task_0012,61,low,2026-08-07T06:27:35.023,2026-08-07T06:27:47.442,2026-08-07T06:27:35.027,2026-08-07T06:27:35.043,2026-08-07T06:27:35.043,0.0,0.02,0.0,12.4,12.42,13,0,963,0.0,0.0,,1.0,,8.846,8,0.1432,0
mc_20260807_0627_low_000062,mc_20260807_0627_low/task_0012,62,low,2026-08-07T06:27:47.443,2026-08-07T06:28:00.470,2026-08-07T06:27:47.446,2026-08-07T06:27:47.461,2026-08-07T06:27:47.462,0.0,0.02,0.0,13.01,13.03,13,0,975,0.0,0.0,,1.0,,8.611,8,0.1363,0
mc_20260807_0627_low_000063,mc_20260807_0627_low/task_0012,63,low,2026-08-07T06:28:00.470,2026-08-07T06:28:10.386,2026-08-07T06:28:00.473,2026-08-07T06:28:00.487,2026-08-07T06:28:00.487,0.0,0.01,0.0,9.9,9.92,13,0,803,0.0,0.0,,1.0,,9.899,7,0.1773,0
mc_20260807_0627_low_000064,mc_20260807_0627_low/task_0012,64,low,2026-08-07T06:28:10.386,2026-08-07T06:28:20.279,2026-08-07T06:28:10.389,2026-08-07T06:28:10.403,2026-08-07T06:28:10.404,0.0,0.01,0.0,9.88,9.89,13,0,824,0.0,0.0,,1.0,,9.055,7,0.1756,0
mc_20260807_0627_low_000065,mc_20260807_0627_low/task_0013,65,low,2026-08-07T06:27:26.583,2026-08-07T06:27:40.308,2026-08-07T06:27:26.588,2026-08-07T06:27:26.604,2026-08-07T06:27:26.612,0.01,0.02,0.01,13.7,13.73,13,0,919,0.0,0.0,,1.0,,9.052,8,0.1314,0
mc_20260807_0627_low_000066,mc_20260807_0627_low/task_0013,66,low,2026-08-07T06:27:40.314,2026-08-07T06:27:50.137,2026-08-07T06:27:40.319,2026-08-07T06:27:40.333,2026-08-07T06:27:40.334,0.01,0.01,0.0,9.8,9.82,13,0,830,0.0,0.0,,1.0,,9.109,8,0.1492,0
mc_20260807_0627_low_000067,mc_20260807_0627_low/task_0013,67,low,2026-08-07T06:27:50.138,2026-08-07T06:28:01.807,2026-08-07T06:27:50.142,2026-08-07T06:27:50.158,2026-08-07T06:27:50.158,0.0,0.02,0.0,11.65,11.67,13,0,890,0.0,0.0,,1.0,,9.22,7,0.1664,0
mc_20260807_0627_low_000068,mc_20260807_0627_low/task_0013,68,low,2026-08-07T06:28:01.807,2026-08-07T06:28:13.850,2026-08-07T06:28:01.811,2026-08-07T06:28:01.826,2026-08-07T06:28:01.826,0.0,0.01,0.0,12.02,12.04,13,0,912,0.0,0.0,,1.0,,9.421,7,0.1758,0
mc_20260807_0627_low_000069,mc_20260807_0627_low/task_0013,69,low,2026-08-07T06:28:13.850,2026-08-07T06:28:23.620,2026-08-07T06:28:13.854,2026-08-07T06:28:13.870,2026-08-07T06:28:13.870,0.0,0.02,0.0,9.75,9.77,13,0,885,0.0,0.0,,1.0,,9.125,8,0.1458,0
mc_20260807_0627_low_000070,mc_20260807_0627_low/task_0014,70,low,2026-08-07T06:27:26.465,2026-08-07T06:27:43.273,2026-08-07T06:27:26.470,2026-08-07T06:27:26.486,2026-08-07T06:27:26.493,0.0,0.02,0.01,16.78,16.81,13,0,1076,0.0,0.0,,1.0,,8.963,7,0.1585,0
mc_20260807_0627_low_000071,mc_20260807_0627_low/task_0014,71,low,2026-08-07T06:27:43.276,2026-08-07T06:27:54.877,2026-08-07T06:27:43.281,2026-08-07T06:27:43.296,2026-08-07T06:27:43.297,0.0,0.01,0.0,11.58,11.6,13,0,894,0.0,0.0,,1.0,,9.153,7,0.158,0
mc_20260807_0627_low_000072,mc_20260807_0627_low/task_0014,72,low,2026-08-07T06:27:54.878,2026-08-07T06:28:07.995,2026-08-07T06:27:54.882,2026-08-07T06:27:54.899,2026-08-07T06:27:54.900,0.0,0.02,0.0,13.1,13.12,13,0,962,0.0,0.0,,1.0,,9.188,8,0.1351,0
mc_20260807_0627_low_000073,mc_20260807_0627_low/task_0014,73,low,2026-08-07T06:28:07.995,2026-08-07T06:28:19.557,2026-08-07T06:28:07.999,2026-08-07T06:28:08.014,2026-08-07T06:28:08.014,0.0,0.01,0.0,11.54,11.56,13,0,927,0.0,0.0,,1.0,,9.188,7,0.1339,0
mc_20260807_0627_low_000074,mc_20260807_0627_low/task_0014,74,low,2026-08-07T06:28:19.557,2026-08-07T06:28:27.928,2026-08-07T06:28:19.560,2026-08-07T06:28:19.575,2026-08-07T06:28:19.576,0.0,0.02,0.0,8.35,8.37,13,0,934,0.0,0.0,,1.0,,9.039,8,0.1445,0
mc_20260807_0627_low_000075,mc_20260807_0627_low/task_0015,75,low,2026-08-07T06:27:26.397,2026-08-07T06:27:38.923,2026-08-07T06:27:26.401,2026-08-07T06:27:26.415,2026-08-07T06:27:26.422,0.0,0.01,0.01,12.5,12.53,13,0,948,0.0,0.0,,1.0,,9.126,7,0.1588,0
mc_20260807_0627_low_000076,mc_20260807_0627_low/task_0015,76,low,2026-08-07T06:27:38.928,2026-08-07T06:27:48.592,2026-08-07T06:27:38.932,2026-08-07T06:27:38.946,2026-08-07T06:27:38.946,0.0,0.01,0.0,9.65,9.66,13,0,829,0.0,0.0,,1.0,,9.446,7,0.1632,0
mc_20260807_0627_low_000077,mc_20260807_0627_low/task_0015,77,low,2026-08-07T06:27:48.593,2026-08-07T06:28:00.251,2026-08-07T06:27:48.596,2026-08-07T06:27:48.611,2026-08-07T06:27:48.611,0.0,0.01,0.0,11.64,11.66,13,0,909,0.0,0.0,,1.0,,9.067,8,0.1467,0
mc_20260807_0627_low_000078,mc_20260807_0627_low/task_0015,78,low,2026-08-07T06:28:00.252,2026-08-07T06:28:11.742,2026-08-07T06:28:00.255,2026-08-07T06:28:00.269,2026-08-07T06:28:00.269,0.0,0.01,0.0,11.47,11.49,13,0,903,0.0,0.0,,1.0,,9.281,7,0.1557,0
mc_20260807_0627_low_000079,mc_20260807_0627_low/task_0015,79,low,2026-08-07T06:28:11.743,2026-08-07T06:28:20.963,2026-08-07T06:28:11.746,2026-08-07T06:28:11.758,2026-08-07T06:28:11.758,0.0,0.01,0.0,9.2,9.22,13,0,818,0.0,0.0,,1.0,,8.926,7,0.1561,0
mc_20260807_0627_low_000080,mc_20260807_0627_low/task_0016,80,low,2026-08-07T06:27:26.422,2026-08-07T06:27:40.717,2026-08-07T06:27:26.427,2026-08-07T06:27:26.441,2026-08-07T06:27:26.448,0.0,0.01,0.01,14.27,14.3,13,0,978,0.0,0.0,,1.0,,9.141,7,0.1567,0
mc_20260807_0627_low_000081,mc_20260807_0627_low/task_0016,81,low,2026-08-07T06:27:40.720,2026-08-07T06:27:51.031,2026-08-07T06:27:40.726,2026-08-07T06:27:40.740,2026-08-07T06:27:40.741,0.01,0.01,0.0,10.29,10.31,13,0,851,0.0,0.0,,1.0,,9.49,7,0.18,0
mc_20260807_0627_low_000082,mc_20260807_0627_low/task_0016,82,low,2026-08-07T06:27:51.032,2026-08-07T06:28:04.592,2026-08-07T06:27:51.036,2026-08-07T06:27:51.053,2026-08-07T06:27:51.053,0.0,0.02,0.0,13.54,13.56,13,0,993,0.0,0.0,,1.0,,9.222,8,0.1482,0
mc_20260807_0627_low_000083,mc_20260807_0627_low/task_0016,83,low,2026-08-07T06:28:04.592,2026-08-07T06:28:16.766,2026-08-07T06:28:04.597,2026-08-07T06:28:04.612,2026-08-07T06:28:04.613,0.0,0.02,0.0,12.15,12.17,13,0,956,0.0,0.0,,1.0,,8.798,7,0.1417,0
